,text,label
1153,The consultations shall be confidential and are without prejudice to the rights of either Party in any further proceedings,1.0
1156,"Either Party may request in writing consultations with the other Party concerning any matter on the implementation, interpretation, application or operation of this Agreement, including a matter relating to a measure that the other Party proposes to take (hereinafter referred to in this Chapter as “proposed measure”)",0.0
1157,"The requesting Party shall deliver the request to the other Party, setting out the reasons for the request, including identification of the measure at issue and an indication of the legal basis for the complaint, and providing sufficient information to enable an examination of the matter",1.0
1158,The Parties shall make every effort to arrive at a mutually satisfactory resolution of the matter through consultations under this Article,0.0
1160,The consultations under this Article shall be confidential and without prejudice to the rights of either Party in any further proceedings,1.0
1162,"Canada may request in writing consultations with any EFTA State,  and any EFTA State may request in writing consultations with Canada,  regarding any actual or proposed measure or any other matter that it  considers might affect the operation of this Agreement. The Party  requesting consultations shall at the same time notify the other  Parties in writing thereof and supply all relevant information. Where  an EFTA State has requested consultations with Canada, any other EFTA  State may join in such a request as a cocomplainant",0.0
1164,The consultations shall commence within 30 days from the date of  receipt of the request for consultations,1.0
1165,A Party may request in writing consultations with the other Party regarding any matter referred to in Article 2102,0.0
1166,"The requesting Party shall deliver the request to the other Party, and shall set out the reasons for the request, including the identification of the measure or other matter at issue under Article 2102 and an indication of the legal basis for the complaint",1.0
1168,"In cases of urgency, including those concerning perishable goods or otherwise involving goods or services that rapidly lose their trade value, such as certain seasonal goods or services, consultations shall commence within 15 days of the date of receipt of the request by the other Party",1.0
1170,"The Parties shall make every attempt to arrive at a mutually satisfactory resolution of any matter through consultations under this Article. To this end, each Party shall: (a) provide sufficient information to enable a full examination of the measure or other matter at issue; and  (b) treat any confidential or proprietary information received in the course of consultations on the same basis as the Party providing the information",1.0
1171,A Party shall seek consultations by means of a written request to  the other Party identifying any measure at issue and the provisions of  the Agreement that it considers applicable. A copy of the request for  consultations shall be delivered to the Trade Committee,1.0
1172,"Consultations shall be held within 30 days of the date of the  submission of the request and take place, unless the Parties agree  otherwise, in the territory of the Party complained against. The  consultations shall be deemed concluded within 30 days of the date of  the submission of the request, unless the Parties agree to continue  consultations. All information disclosed during the consultations  shall remain confidential",1.0
1173,"Consultations on matters of urgency, including those regarding  perishable or seasonal goods [87] shall be held within 15 days of the  date of the submission of the request, and shall be deemed concluded  within 15 days of the date of the submission of the request",1.0
1174,"If consultations are not held within the time frames laid down in  paragraph 3 or 4 respectively, or if consultations have been concluded  and no mutually agreed solution has been reached, the complaining  Party may request the establishment of an arbitration panel in  accordance with Article 14.4.  Dispute settlement procedures  Subsection A  Arbitration procedure",0.0
1175,A Party may request in writing consultations with the other Party regarding a matter referred to in Article 21.2,0.0
1176,"The Party requesting consultations shall deliver the request to the other Party and shall set out the reasons for the request, including the identification of the measure or other matter at issue and an indication of the legal basis for the complaint",1.0
1177,"With respect to disputes relating to automotive goods, a Party may refer a matter referred to in Article 21.2 to the SubCommittee on Trade in Automotive Goods established under Annex 2C by delivering written notification to the other Party in accordance with the requirements set out in paragraph 2. This SubCommittee shall endeavour to resolve the matter through consultations conducted in accordance with paragraphs 5, 6 and 7",0.0
1178,"Subject to paragraph 5, the Parties shall enter into consultations within 30 days of the date of receipt of the request for consultations by the Party complained against, unless the Parties agree otherwise",1.0
1179,"In cases of urgency, including those that concern perishable goods or motor vehicles, the Parties shall enter into consultations within 10 days of the date of receipt of the request for consultations by the Party complained against",1.0
1180,"The Parties shall make every attempt to arrive at a mutually satisfactory resolution of a matter through consultations under this Article. To this end, the Parties shall: (a) provide sufficient information to enable a full examination of the measure or other matter at issue; and (b) treat any confidential or proprietary information exchanged in the course of consultations on the same basis as the Party providing the information",1.0
1181,Either Party may make a request in writing forconsultations to the other Party concerning any matter on theinterpretation or application of this Agreement,0.0
1182,"Any request for consultations shall be submitted inwriting, containing the identification of the specific measures at issue and indication of the factual and legal basis(including, if applicable, the provisions of this Agreementalleged to have been breached and any other relevant provisions) of the complaint",1.0
1183,"When a Party makes a request for consultations pursuantto paragraph 1, the other Party shall reply to the request andenter into consultations in good faith within 30 days after thedate of receipt of the request, with a view to reaching a prompt and mutually satisfactory resolution of the matter.  In case of consultations regarding perishable goods, the other Partyshall enter into consultations within 15 days after the dateof receipt of the request",1.0
1184,Either Party may request in writing consultations tothe other Party concerning any matter arising out of theinterpretation and/or application of this Agreement,0.0
1185,"When a Party requests consultations pursuant toparagraph 1, the other Party shall reply to the request andenter into consultations in good faith within 60 days afterthe date of receipt of the request. In a case of consultations regarding perishable goods, the other Partyshall enter into consultations within 20 days after thedate of receipt of the request",1.0
1187,Either Party may request in writing to the other Partyfor consultations concerning any matter on theinterpretation or application of this Agreement,0.0
1188,"When a Party requests consultations pursuant toparagraph 1, the other Party shall reply to the request andenter into consultations in good faith within 30 days afterthe date of receipt of the request, with a view to reachinga mutually satisfactory solution of the matter. In cases of urgency, including those concerning perishable goods,the other Party shall enter into consultations within 15days after the date of receipt of the request",1.0
1189,"Either Party may request consultations with the other Party if it considers:  (a) any benefit accruing to it directly or indirectly under this Agreement is being nullified or impaired as a result of:  (i) the application by the other Party of a measure which is inconsistent with this Agreement; or  (ii) the failure of the other Party to carry out its obligations under this Agreement; or  (b) any benefit accruing to it directly or indirectly under Chapter 2 (Trade in Goods), 3 (Rules of Origin), 4 (Customs Procedures), 9 (Trade in Services) or 16 (Intellectual Property) is being nullified or impaired as a result of the application by the other Party of a measure that is not inconsistent with the provisions of those Chapters, provided that the complaining Party presents a detailed justification in support of any complaint relating to that measure",0.0
1190,"Any request by a Party for consultations shall be submitted to the other Party in writing and give the reasons for the request, including identification of the measures at issue and an indication of the factual and legal basis for the complaint",1.0
1192,A Party may request in writing consultations with any other Party with respect to any matter referred to in Article 12.2 (Scope of Application). The requesting Party shall notify the other Parties in writing thereof,0.0
1193,Consultations shall take place in the Joint Committee if the Parties making and receiving the request for consultations so agree,1.0
1194,"The request for consultations shall set out the reasons for the complaint, including an identification of the measure concerned and an indication of the legal basis of the complaint",1.0
1195,Consultations shall be held within: (a) 30 days following the date of receipt of the request for consultations regarding urgent matters18; (b) 45 days following the date of receipt of the request for consultations for all other matters; or (c) such other period as the consulting Parties may agree,1.0
1196,"Consultations may be held in person or by any technological means available to the consulting Parties. If in person, consultations shall be held in the place agreed by the consulting Parties. If no agreement has been reached by the consulting Parties the consultations shall be held in the territory of the requested Party",0.0
1197,"In a consultation, the consulting Parties shall provide sufficient information to enable a full examination of how the measure in force might affect the operation and Urgent matters include those concerning perishable goods, or otherwise involving goods or services that rapidly lose their trade value, such as certain seasonal goods and services. application of this Agreement. The consulting Parties shall treat any confidential or proprietary information exchanged in the course of consultations in the same manner as the Party providing the information",1.0
1198,The consultations shall be confidential and without prejudice to the rights of the consulting Parties in any further proceedings,1.0
1199,The consulting Parties shall inform the other Parties of any mutually agreed resolution of the matter,1.0
1200,A Party may request in writing consultations with any other Party with respect to any matter referred to in Article 12.2 (Scope of Application). The requesting Party shall notify the other Parties in writing thereof,0.0
1201,Consultations shall take place in the Joint Committee if the Parties making and receiving the request for consultations so agree,1.0
1202,"The request for consultations shall set out the reasons for the complaint, including an identification of the measure concerned and an indication of the legal basis of the complaint",1.0
1203,"Consultations shall be held within: (a) 30 days following the date of the receipt of the request for consultations regarding urgent matters1; (b) 45 days following the date of the receipt of the request for consultations for all other matters; or (c) such other period as the consulting Parties may agree. Urgent matters include goods (agriculture, fish, and industrial) and services that lose their quality or current condition in a short period of time. Urgent matters include such perishable goods or services which lose their trade value when a certain date is passed",1.0
1204,"Consultations may be held in person or by any technological means available to the consulting Parties. If in person, consultations shall be held in the place agreed by the consulting Parties. If no agreement has been reached by them, consultations shall be held in Lima",0.0
1205,The consulting Parties shall provide sufficient information to enable a full examination of how the measure in force might affect the operation and application of this Agreement and treat any confidential or proprietary information exchanged in the course of consultations in the same manner as the Party providing the information,1.0
1206,The consultations shall be confidential and without prejudice to the rights of the consulting Parties in any further proceedings,1.0
1207,The consulting Parties shall inform the other Parties of any mutually agreed resolution of the matter,1.0
1208,"A Party may request in writing consultations with theother Party if it considers that a measure applied by thatother Party is inconsistent with this Agreement or that anybenefit accruing to it directly or indirectly under thisAgreement is impaired or nullified by such measure. The Partyrequesting consultations shall set out the reasons for therequest, including identification of the measure at issue andan indication of the legal basis for the complaint",0.0
1209,"When a Party requests consultations pursuant to paragraph1, the other Party shall reply promptly and enter intoconsultations in good faith within 30 days after the date ofreceipt of the request, with a view to a prompt andsatisfactory resolution of the matter. In case of a matterconcerning perishable products, the other Party shall enterinto consultations within 15 days after the date of receipt ofthe request",1.0
1210,"Any Party may request in writing consultations with any other Party with respect to any actual or proposed measure or any other matter that it considers might affect the operation of this Agreement.  If a Party requests such consultations, the other Party shall promptly reply to the request for consultations, and shall enter into consultations in good faith",0.0
1211,"The requesting Party shall deliver the request to the other Parties, and shall set out the reasons for the request, including identification of the actual or proposed measure or other matter at issue and an indication of the legal basis for the complaint",1.0
1212,A Party that considers it has a substantial trade interest in the matter may participate in the consultations on delivery of written notice to the other Parties within seven days of the date of delivery of the request for consultations. The Party shall include in its notice an explanation of its substantial trade interest in the matter,0.0
1213,"Consultations may be held in person or by any technological means available to the Parties. If in person, consultations shall be held in the capital of the consulted Party, unless otherwise agreed",0.0
1215,"In consultations under this Article, a consulting Party may request another consulting Party to make available personnel of its government agencies or other regulatory bodies who have expertise in the matter subject to consultations",0.0
1216,Either Party may request in writing consultations with the other Party with respect to any actual or proposed measure or any other matter that it considers might affect the operation of this Agreement,0.0
1217,"The requesting Party shall deliver the request to the other Party, and shall set out the reasons for the request, including identification of the actual or proposed measure or other matter at issue and an indication of the legal basis for the complaint",1.0
1218,Consultations on matters regarding perishable goods1 shall commence within 15 days of the date of delivery of the request,1.0
1219,"The Parties shall make every attempt to arrive at a mutually satisfactory resolution of any matter through consultations under this Article or other consultative provisions of this Agreement.  To this end, the Parties shall: (a) provide sufficient information to enable a full examination of how the actual or proposed measure or other matter might affect the operation and application of this Agreement; and (b) treat any confidential information exchanged in the course of consultations on the same basis as the Party providing the information",1.0
1220,"Either Party may request consultations with the other Party with respect to any matter described in Article 20.2 by delivering written notification to the other Party.  If a Party requests consultations, the other Party shall reply promptly to the request for consultations and enter into consultations in good faith",0.0
1222,"Promptly after requesting or receiving a request for consultations pursuant to this Article, each Party shall seek the views of interested parties and other members of the public on the matter in order to draw on a broad range of perspectives",1.0
1223,"Either Party may request consultations with the other Party with respect to any matter described in Article 22.4 by delivering written notification to the other Party.  The complaining Party shall set out the reasons for the request, including identification of the measure or other matter at issue and an indication of the legal basis for the complaint. The other Party shall reply promptly to the request and enter into consultations",0.0
1224,"Promptly after requesting or receiving a request for consultations pursuant to this Article, each Party shall seek the views of interested parties and other members of the public on the matter in order to draw on a broad range of perspectives",1.0
1227,"Either Party may request consultations with respect to any dispute arising under this Agreement or if any benefit that could have reasonably been expected to accrue to it under Chapter 2 (Trade in Goods), Chapter 3 (Rules of Origin) or Chapter 8 (Trade in Services), is being nullified or impaired as a result of the application of any measure that is not inconsistent with this Agreement. The Responding Party shall accord due consideration to a request for consultations made by the Complaining Party and shall accord adequate opportunity for such consultations",0.0
1228,"Any request for consultations shall give the reasons for the request, including identification of the measures at issue and an indication of the legal basis for the complaint",1.0
1229,"The Responding Party shall immediately acknowledge receipt of the request, indicating the date on which the request was received",1.0
1231,"The Parties shall make every effort to reach a mutually satisfactory solution through consultations. To this end, the Parties shall: (a) provide sufficient information to enable a full examination of the matter, including how the measures at issue might affect the implementation or application of this Agreement; (b) treat any confidential or proprietary information exchanged in the course of consultations on the same basis as the Party providing the information; and (c) endeavour to make available for the consultations personnel of its government agencies or other regulatory bodies who have responsibility for and/or expertise in the matter under consultation",0.0
1232,"A Party may request consultations with the other Party with respect to any matter affecting the interpretation or application of this Agreement. A Party may make the request to the other Party if the Party considers that: (a) any benefit accruing to it directly or indirectly is being nullified or impaired; or (b) the attainment of any objective of this Agreement is being impeded, as a result of the failure of the other Party to carry out its obligations under this Agreement",0.0
1233,"If a Party requests consultations with regard to a matter, the other Party shall afford adequate opportunity for consultations and shall reply promptly to the request for consultations and enter into consultations in good faith",1.0
1234,"Any request for consultations shall be submitted in writing and shall give the reasons for the request, including identification of the measures at issue and an indication of the factual and legal basis of the complaint. Each Party shall also: (a) provide sufficient information to enable a full examination of how the measure might affect the operation of this Agreement; and (b) treat as confidential any information exchanged in the consultations which the other Party has designated as confidential",1.0
1235,"The Party to which the request is made pursuant to this Article shall reply to the request within 10 days after the date of receipt of the request and shall enter into consultations within 30 days after the date of receipt of the request, with a view to reaching a mutually satisfactory solution",1.0
1236,"Either Party may request consultations with the other Party with respect to any matter described in Article 19.2 by delivering written notification to the other Party.  If a Party requests consultations, the other Party shall reply promptly to the request for consultations and enter into consultations in good faith",0.0
1238,"Promptly after requesting or receiving a request for consultations pursuant to this Article, each Party shall seek the views of interested parties and other members of the public on the matter in order to draw on a broad range of perspectives",1.0
1241,Any one or more of the EFTA States may request in writing consultations with Korea and viceversa whenever a Party considers that a measure applied by the Party or Parties to which the request is made is inconsistent with this Agreement or that any benefit accruing to it directly or indirectly under this Agreement is impaired or nullified by such measure.  Consultations shall take place in the Joint Committee unless the Party or Parties making or receiving the request for consultations disagree,0.0
1242,"Consultations shall be held within 30 days from the date of receipt of the request for consultations. Consultations on urgent matters, including those on perishable agricultural goods, shall commence within 15 days from the receipt of the request for consultations",1.0
1243,The Parties involved in the consultations shall provide sufficient information to enable a full examination of how the measure or other matter might affect the operation of this Agreement and treat any confidential or proprietary information exchanged in the course of consultations in the same manner as the Party providing the information,1.0
1244,Either Country may make a request in writing consultations to the other Country concerning any matter on the interpretation or application of this Agreement,0.0
1245,"When a Country requests consultations pursuant to paragraph 1 of this Article, the other Country shall reply to the request and enter into consultations in good faith within 30 days after the date of receipt of the request, with a view to reaching a prompt and mutually satisfactory resolution of the matter. In a case of consultations regarding perishable goods, the requested Country shall enter into consultations within 15 days after the date of receipt of the request",1.0
1246,"The requesting Country shall set out the reasons for the request, including identification of the measure at issue and an indication of the legal basis for the complaint",1.0
1247,Any Party may request in writing consultations with any other Party with respect to any actual or proposed measure or any other matter that it considers might affect the operation of this Agreement,0.0
1248,"The requesting Party shall deliver the request to the other Parties, and shall set out the reasons for the request, including identification of the actual or proposed measure or other matter at issue and an indication of the legal basis for the complaint",1.0
1249,A Party that considers it has a substantial trade interest in the matter may participate in the consultations on delivery of written notice to the other Parties within seven days of the date of delivery of the request for consultations. The Party shall include in its notice an explanation of its substantial trade interest in the matter,0.0
1250,Consultations on matters regarding perishable goods1 shall commence within 15 days of the date of delivery of the request,1.0
1251,"The consulting Parties shall make every attempt to arrive at a mutually satisfactory resolution of any matter through consultations under this Article or other consultative provisions of this Agreement.  To this end, the consulting Parties shall:  (a) provide sufficient information to enable a full examination of how the actual or proposed measure or other matter might affect the operation and application of this Agreement; and  (b) treat any confidential information exchanged in the course of consultations on the same basis as the Party providing the information",1.0
1252,"Either Party may request consultations with the other Party with respect to any matter described in Article 20.2 by delivering written notification to the other Party.  If a Party requests consultations, the other Party shall reply promptly to the request for consultations and enter into consultations in good faith",0.0
1255,"Promptly after requesting or receiving a request for consultations pursuant to this Article, each Party shall solicit and consider the views of interested nongovernmental entities on the matter in order to draw on a broad range of perspectives",1.0
1256,"A Party shall accord adequate opportunity for consultations requested by the other Party with respect to any matter affecting the interpretation, implementation or application of this Agreement",1.0
1258,The Parties shall make every effort to reach a mutually satisfactory resolution through consultations on any matter raised in accordance with this Article,0.0
1260,"Each Party may request consultations within the Association Committee with respect to an existing or proposed measure or any matter relating to the application or interpretation of this Part of the Agreement or any other matter that it considers might affect its operation. For the purposes of this Title, a “measure” shall also include a practice. The Party shall state in the request the measure or other matter complained of, indicate the provisions of this Agreement that it considers applicable and deliver the request to the other Party",0.0
1261,"The Association Committee shall convene within 30 days of delivery of the request. Upon initiation of consultations, the Parties shall provide information to enable the examination of how the measure or any other matter might affect the operation and application of this Part of the Agreement, and give confidential treatment to the information exchanged during consultations. The Association Committee shall endeavour to resolve the dispute promptly by means of a decision. That decision shall specify the implementing measures to be taken by the Party concerned, and the timeframe for doing so",1.0
1262,"The requesting Party shall set out the reasons for the request, including identification of the measure at issue and an indication of the legal basis for the complaint, and provide sufficient information to enable a full examination of the matter",1.0
1263,The Parties shall make every effort to arrive at a mutually satisfactory resolution of the matter through consultations under this Article,0.0
1264,The consultations under this Article shall be confidential and without prejudice to the rights of either Party in any further proceedings,1.0
1265,"A Party may request in writing consultations with the other Party with respect to any actual or proposed measure or any other matter that it considers might affect the operation of this Agreement, as referred to in Article 18.02",0.0
1266,"The Party shall deliver the request to the other Party, and shall set out the reasons for the request, including an identification of the actual or proposed measure or other matter at issue, and the legal basis for the complaint",1.0
1267,"The consulting Parties shall make every attempt to arrive at a mutually satisfactory resolution of any matter through consultations under this Article or other consultative provisions of this Agreement. To this end, the Parties shall:  a) provide information to enable a full examination of how the actual or proposed measure or other matter might affect the operation and application of this Agreement; and b) treat any confidential information exchanged in the course of consultations on the same basis as the Party providing the information",1.0
1269,The complaining Party requesting consultations shall submit their request to the responsible agency of the other Party,1.0
1270,"The Parties shall make every attempt to arrive at a mutually satisfactory resolution on any matter through consultations under this Article or other consultative provisions of this Agreement. To this end, the consulting Parties shall: (a) provide information to allow the undertaking of the examining of how the actual measures or any other matter might affect the operation of this Agreement; and (b) treat the confidential information exchanged in the course of consultations on the same basis as the Party providing the information. The Initiation of the Proceedings",1.0
1271,"Either Party may request for consultations with the other Party concerning the interpretation, implementation or application of this Agreement in accordance with Article 12.1, including a matter relating to a measure that the other Party proposes to take (hereinafter referred to in this Chapter as “proposed measures”)",0.0
1272,"A request for consultations shall be in writing setting out the reasons for the request including identification of the measure at issue and an indication of the legal basis for the complaint, and providing sufficient information to enable examination of the matter. The Party to which the request is made shall reply to the request in writing within 10 days after the date of its receipt, and shall enter into consultations within a period of no more than: (a) 15 days after the date of receipt of the request for matters concerning perishable goods; or (b) 30 days after the date of receipt of the request for all other matters",1.0
1274,"The request for consultations shall be submitted in writing and shall set out the reasons for the request, including identification of the measure at issue and an indication of the legal basis for the complaint. The complaining Party shall deliver the request to the other Party",1.0
1275,"If a request for consultations is made, the Party complained against shall reply to the request within 10 days from the date of its receipt and shall enter into consultations in good faith within a period of not more than 30 days after the date of receipt of the request, with a view to reaching a mutually satisfactory solution. If the Party complained against does not respond within the aforesaid 10 days, or does not enter into consultations within the aforesaid 30 days, then the complaining Party may proceed directly to request the establishment of an arbitral panel",1.0
1276,The consultations shall be confidential and are without prejudice to the rights of either Party in any further proceedings,1.0
1278,A Party may request in writing consultations with another Party whenever it considers that a measure applied by the Party to which the request is made is inconsistent with this Agreement. Consultations shall take place in the Joint Committee unless the Party making or receiving the request for consultations disagrees,0.0
1279,"Consultations shall be entered into in good faith within 30 days from the date of receipt of the request for consultations. Consultations on urgent matters, including those on perishable agricultural goods, shall be entered into in good faith within 15 days from the receipt of the request for consultations",1.0
1280,"The consultations shall be deemed concluded within 60 days from the date of the consultation request, unless both Parties agree to continue consultations. If the Joint Committee has not been involved in the consultations and if the consultations fail the Joint Committee shall as soon as possible meet with the aim of solving the issue at hand. Consultations within the Joint Committee shall take place within 30 days unless the Parties agree otherwise",1.0
1281,The Parties involved in the consultations shall provide sufficient information to enable a full examination of how the measure might affect the operation of this Agreement,1.0
1282,The proceedings and all information disclosed during the consultations shall remain confidential.  The Parties shall treat any confidential or proprietary information exchanged in the course of consultations in the same manner as the Party providing the information,1.0
1283,"A Party shall seek consultations by means of a written request to  the other Party, identifying the measure at issue and the provisions  of the Agreement that it considers the measure not to be in conformity  with",1.0
1284,"Consultations shall be held within 40 days of the date of the  submission of the request. The consultations shall be deemed concluded  within 60 days of the date of the submission of the request, unless  both Parties agree to continue consultations. The consultations shall  remain confidential",1.0
1285,"Consultations on matters of urgency, including those regarding  perishable or seasonal goods shall be held within 15 days of the date  of the submission of the request, and shall be deemed concluded within  30 days of the date of the submission of the request",1.0
1286,"Each Party shall accord adequate opportunity for consultations with respect to any matter affecting the implementation, interpretation or application of this Agreement. Any differences shall, as far as possible, be settled by consultation between the Parties",1.0
1287,"A request for consultations shall be submitted in writing and shall give the reasons for the request, including identification of any actual measure or other matter at issue and an indication of the legal basis for the complaint. The complaining Party shall deliver the request to the other Party",1.0
1289,"The Parties shall make every effort to reach a mutually satisfactory resolution of any matter through consultations. In conducting the consultations, the Parties shall: (a) provide sufficient information to enable a full examination of how the actual measure or other matter might affect the operation or application of this Agreement; and (b) treat any information exchanged in the course of consultation which is designated by a Party as confidential or proprietary in nature on the same basis as the Party providing the information",0.0
1292,"Each Party shall accord adequate opportunity for consultations with the other Party with respect to any matter affecting the interpretation, implementation, or application of this Agreement. Such matters shall as far as possible be settled through consultations between the Parties",1.0
1293,"A request for consultations shall be in writing. The Party to which the request is made shall reply to the request in writing within ten days after the date of its receipt, and shall enter into consultations within a period of no more than:  (a) 15 days after the date of receipt of the request for matters concerning perishable goods; or (b) 30 days after the date of receipt of the request for all other matters",1.0
1294,"The Parties shall make every effort to reach a mutually satisfactory resolution of any matter through consultations. To this end, the Parties shall:  (a) provide sufficient information to enable a full examination of how the matter might affect the operation and application of this Agreement; and (b) treat as confidential any information designated as such by the other Party providing the information",0.0
1295,The complaining Party may request the Party complained against to make available for the consultations personnel of its Government agencies or other regulatory bodies who have expertise in the matter under consultations,0.0
1296,Each Party may request in writing consultations withthe other Party regarding any matter on the interpretationor application of this Agreement,0.0
1297,"When a Party requests consultations pursuant toparagraph 1 above, the other Party shall reply to therequest and enter into consultations in good faith within30 days after the date of receipt of the request, with aview to a prompt and satisfactory resolution of the matter.In a case of consultations regarding perishable goods, therequested Party shall enter into consultations within 15days after the date of receipt of the request",1.0
1298,"A Party may request in writing consultations with the other Party with respect to any actual or proposed measure or any other matter that it considers might affect the operation of this Agreement, as referred to in Article 15.02",0.0
1299,"The Party shall deliver the request to the other Party, and shall set out the reasons for the request, including an identification of the actual or proposed measure or other matter at issue, and the legal basis for the complaint",1.0
1300,"The consulting Parties shall make every attempt to arrive at a mutually satisfactory resolution of any matter through consultations under this Article. For this purpose, the Parties shall: (a) provide information to enable a full examination of how the actual or proposed measure or other matter might affect the operation and application of this Agreement; and (b) treat any confidential information exchanged in the course of consultations on the same basis as the Party providing the information",1.0
1301,"Any Party may request in writing consultations with any other Party with respect to any actual or proposed measure or any other matter that it considers might affect the operation of this Agreement.  If a Party requests such consultations, the other Party shall promptly reply to the request for consultations, and shall enter into consultations in good faith",0.0
1302,"The requesting Party shall deliver the request to the other Parties, and shall set out the reasons for the request, including identification of the actual or proposed measure or other matter at issue and an indication of the legal basis for the complaint",1.0
1303,A Party that considers it has a substantial trade interest in the matter may participate in the consultations on delivery of written notice to the other Parties within seven days of the date of delivery of the request for consultations. The Party shall include in its notice an explanation of its substantial trade interest in the matter,0.0
1304,"Consultations may be held in person or by any technological means available to the Parties. If in person, consultations shall be held in the capital of the consulted Party, unless otherwise agreed",0.0
1306,"In consultations under this Article, a consulting Party may request another consulting Party to make available personnel of its government agencies or other regulatory bodies who have expertise in the matter subject to consultations",0.0
1307,"Either Party may request consultations with the other Party with respect to any matter described in Article 20.2 by delivering written notification to the other Party. The complaining Party shall set out the reasons for the request, including identification of the measure at issue and an indication of the legal basis for the complaint, and any other issue of concern. The other Party shall reply promptly to the request and enter into consultations",0.0
1310,"The requesting Party shall deliver written notification to the other Party, stating the reasons for the request, including the identification of the measure at issue and an indication of the legal basis for the complaint, and providing sufficient information to enable an examination of the matter",1.0
1311,"The Joint Committee shall convene within 30 days after the date of receipt of the request. Upon initiation of consultations, the Parties shall provide information to enable the examination of how the measure or any other matter might affect the interpretation and implementation of this Agreement, and give confidential treatment to the information exchanged during consultations",1.0
1313,The Joint Committee may call on technical advisers or create working groups or expert groups as it deems necessary in order to assist the Parties to reach a mutually satisfactory resolution of the dispute. The Parties may agree to suspend further proceedings provided in the following articles during the activities envisaged in this paragraph,0.0
1314,Consultations under this Article shall be confidential and without prejudice to the rights of either Party in any further proceedings,1.0
1315,"Either Party may request for consultations with the other Party concerning the interpretation, implementation or application of this Agreement in accordance with paragraph 1 of Article 14.1 (Scope and Coverage)",0.0
1316,"A request for consultations shall be in writing setting out the reasons for the request including identification of the measure at issue and an indication of the legal basis for the complaint.  The Party to which the request is made shall reply to the request in writing within ten days after the date of its receipt, and shall enter into consultations within a period of no more than thirty days after the receipt of the request",1.0
1317,"The Parties shall make every effort to reach a mutually satisfactory resolution of any matter through consultations. To this end, the Parties shall: (a) provide sufficient information as may be reasonably available at the stage of consultations to enable a full examination of how the measure might affect the operation of the Agreement; and (b) treat as confidential any information exchanged in the consultations which the other Party has designated as confidential",0.0
1318,Either Party may request in writing consultations to the other Party concerning any matter on the interpretation or application of this Agreement,0.0
1319,"The Party to which the request for consultations is made (hereinafter referred to in this Chapter as “the Party complained against”) shall reply to such request and enter into consultations with the Party that requested the consultations (hereinafter referred to in this Chapter as “the complaining Party”) in good faith within 30 days after the date of receipt of the request, with a view to reaching a prompt and mutually satisfactory resolution of the matter.  In cases of urgency, including those which concern perishable goods, the Party complained against shall enter into consultations within 15 days after the date of receipt of the request",1.0
1320,"The complaining Party shall set out the reasons for the request, including identification of the measure at issue and an indication of the legal basis for the complaint",1.0
1321,A Party may request in writing consultations with the other Party regarding any matter referred to in Article 142,0.0
1322,"The requesting Party shall deliver the request to the other Party, and shall set out the reasons for the request, including the identification of the measure or other matter at issue under Article 142 and an indication of the legal basis for the complaint",1.0
1324,"In cases of urgency, including those involving goods that rapidly lose their trade value, such as perishable goods, consultations shall commence within 15 days of the date ofreceipt of the request by the other Party",1.0
1326,"The Parties shall make every attempt to arrive at a mutually satisfactory resolution of any matter through consultations under this Article. To this end, each Party shall: (a) provide sufficient information that is reasonably available to it to the other party to enable a full examination ofthe measure or other matter at issue; and (b) treat any confidential or proprietary information received in the course of consultations on the same basis as the Party providing the information",1.0
1327,"A Party shall accord adequate opportunity for consultations requested by the other Party with respect to any matter affecting the interpretation, implementation or application of this Agreement",1.0
1329,The Parties shall make every effort to reach a mutually satisfactory resolution through consultations of any matter raised in accordance with this Article,0.0
1330,"In case of any divergence with respect to the interpretation, implementation and application of this Agreement, the Parties shall make every attempt through cooperation and consultations to arrive at a mutually satisfactory solution",1.0
1331,Any Party may request in writing consultations with any other Party regarding any actual or proposed measure or any other matter that it considers might affect the operation of this Agreement. The Party requesting consultations shall at the same time notify the other Parties in writing thereof and supply all relevant information,0.0
