,chapter_cat,article_cat,clause_id
21095,intellectual property rights,Copyright And Related Rights,238
21096,intellectual property rights,Copyright And Related Rights,238
21097,intellectual property rights,Copyright And Related Rights,238
21098,intellectual property rights,Copyright And Related Rights,238
21099,intellectual property rights,Copyright And Related Rights,238
21100,intellectual property rights,Copyright And Related Rights,238
21101,intellectual property rights,Copyright And Related Rights,238
21102,intellectual property rights,Copyright And Related Rights,238
21103,intellectual property rights,Copyright And Related Rights,238
21104,intellectual property rights,Copyright And Related Rights,238
21105,intellectual property rights,Copyright And Related Rights,238
21106,intellectual property rights,Copyright And Related Rights,238
21107,intellectual property rights,Copyright And Related Rights,238
21108,intellectual property rights,Copyright And Related Rights,238
21109,intellectual property rights,Copyright And Related Rights,238
21110,intellectual property rights,Copyright And Related Rights,238
21111,intellectual property rights,Copyright And Related Rights,238
21112,intellectual property rights,Copyright And Related Rights,238
21113,intellectual property rights,Copyright And Related Rights,238
21114,intellectual property rights,Copyright And Related Rights,238
21115,intellectual property rights,Copyright And Related Rights,238
21116,intellectual property rights,Copyright And Related Rights,238
21117,intellectual property rights,Copyright And Related Rights,238
21118,intellectual property rights,Copyright And Related Rights,238
21119,intellectual property rights,Copyright And Related Rights,238
21120,intellectual property rights,Copyright And Related Rights,238
21121,intellectual property rights,Copyright And Related Rights,238
21122,intellectual property rights,Copyright And Related Rights,238
21123,intellectual property rights,Copyright And Related Rights,238
21124,intellectual property rights,Copyright And Related Rights,238
21125,intellectual property rights,Copyright And Related Rights,238
21126,intellectual property rights,Copyright And Related Rights,238
21127,intellectual property rights,Copyright And Related Rights,238
21128,intellectual property rights,Copyright And Related Rights,238
21129,intellectual property rights,Copyright And Related Rights,238
21130,intellectual property rights,Copyright And Related Rights,238
21131,intellectual property rights,Copyright And Related Rights,238
21132,intellectual property rights,Copyright And Related Rights,238
21133,intellectual property rights,Copyright And Related Rights,238
21134,intellectual property rights,Copyright And Related Rights,238
21135,intellectual property rights,Copyright And Related Rights,238
21136,intellectual property rights,Copyright And Related Rights,238
21137,intellectual property rights,Copyright And Related Rights,238
21138,intellectual property rights,Copyright And Related Rights,238
21139,intellectual property rights,Copyright And Related Rights,238
21140,intellectual property rights,Copyright And Related Rights,238
21141,intellectual property rights,Copyright And Related Rights,238
21142,intellectual property rights,Copyright And Related Rights,238
21143,intellectual property rights,Copyright And Related Rights,238
21144,intellectual property rights,Copyright And Related Rights,238
21145,intellectual property rights,Copyright And Related Rights,238
21146,intellectual property rights,Copyright And Related Rights,238
21147,intellectual property rights,Copyright And Related Rights,238
21148,intellectual property rights,Copyright And Related Rights,238
21149,intellectual property rights,Copyright And Related Rights,238
21150,intellectual property rights,Copyright And Related Rights,238
21151,intellectual property rights,Copyright And Related Rights,238
21152,intellectual property rights,Copyright And Related Rights,238
21153,intellectual property rights,Copyright And Related Rights,238
21154,intellectual property rights,Copyright And Related Rights,238
21155,intellectual property rights,Copyright And Related Rights,238
21156,intellectual property rights,Copyright And Related Rights,238
21157,intellectual property rights,Copyright And Related Rights,238
21158,intellectual property rights,Copyright And Related Rights,238
21159,intellectual property rights,Copyright And Related Rights,238
21160,intellectual property rights,Copyright And Related Rights,238
21161,intellectual property rights,Copyright And Related Rights,238
21162,intellectual property rights,Copyright And Related Rights,238
21163,intellectual property rights,Copyright And Related Rights,238
21164,intellectual property rights,Copyright And Related Rights,238
21165,intellectual property rights,Copyright And Related Rights,238
21166,intellectual property rights,Copyright And Related Rights,238
21167,intellectual property rights,Copyright And Related Rights,238
21168,intellectual property rights,Copyright And Related Rights,238
21169,intellectual property rights,Copyright And Related Rights,238
21170,intellectual property rights,Copyright And Related Rights,238
21171,intellectual property rights,Copyright And Related Rights,238
21172,intellectual property rights,Copyright And Related Rights,238
21173,intellectual property rights,Copyright And Related Rights,238
21174,intellectual property rights,Copyright And Related Rights,238
21175,intellectual property rights,Copyright And Related Rights,238
21176,intellectual property rights,Copyright And Related Rights,238
21177,intellectual property rights,Copyright And Related Rights,238
21178,intellectual property rights,Copyright And Related Rights,238
21179,intellectual property rights,Copyright And Related Rights,238
21180,intellectual property rights,Copyright And Related Rights,238
21181,intellectual property rights,Copyright And Related Rights,238
21182,intellectual property rights,Copyright And Related Rights,238
21183,intellectual property rights,Copyright And Related Rights,238
21184,intellectual property rights,Copyright And Related Rights,238
21185,intellectual property rights,Copyright And Related Rights,238
21186,intellectual property rights,Copyright And Related Rights,238
21187,intellectual property rights,Copyright And Related Rights,238
21188,intellectual property rights,Copyright And Related Rights,238
21189,intellectual property rights,Copyright And Related Rights,238
21190,intellectual property rights,Copyright And Related Rights,238
21191,intellectual property rights,Copyright And Related Rights,238
21192,intellectual property rights,Copyright And Related Rights,238
21193,intellectual property rights,Copyright And Related Rights,238
21194,intellectual property rights,Copyright And Related Rights,238
21195,intellectual property rights,Copyright And Related Rights,238
21196,intellectual property rights,Copyright And Related Rights,238
21197,intellectual property rights,Copyright And Related Rights,238
21198,intellectual property rights,Copyright And Related Rights,238
21199,intellectual property rights,Copyright And Related Rights,238
21200,intellectual property rights,Copyright And Related Rights,238
21201,intellectual property rights,Copyright And Related Rights,238
21202,intellectual property rights,Copyright And Related Rights,238
21203,intellectual property rights,Copyright And Related Rights,238
21204,intellectual property rights,Copyright And Related Rights,238
21205,intellectual property rights,Copyright And Related Rights,238
21206,intellectual property rights,Copyright And Related Rights,238
21207,intellectual property rights,Copyright And Related Rights,238
21208,intellectual property rights,Copyright And Related Rights,238
21209,intellectual property rights,Copyright And Related Rights,238
21210,intellectual property rights,Copyright And Related Rights,238
21211,intellectual property rights,Copyright And Related Rights,238
21212,intellectual property rights,Copyright And Related Rights,238
21213,intellectual property rights,Copyright And Related Rights,238
21214,intellectual property rights,Copyright And Related Rights,238
21215,intellectual property rights,Copyright And Related Rights,238
21216,intellectual property rights,Copyright And Related Rights,238
21217,intellectual property rights,Copyright And Related Rights,238
21218,intellectual property rights,Copyright And Related Rights,238
21219,intellectual property rights,Copyright And Related Rights,238
21220,intellectual property rights,Copyright And Related Rights,238
21221,intellectual property rights,Copyright And Related Rights,238
21222,intellectual property rights,Copyright And Related Rights,238
21223,intellectual property rights,Copyright And Related Rights,238
21224,intellectual property rights,Copyright And Related Rights,238
21225,intellectual property rights,Copyright And Related Rights,238
21226,intellectual property rights,Copyright And Related Rights,238
21227,intellectual property rights,Copyright And Related Rights,238
21228,intellectual property rights,Copyright And Related Rights,238
21229,intellectual property rights,Copyright And Related Rights,238
21230,intellectual property rights,Copyright And Related Rights,238
21231,intellectual property rights,Copyright And Related Rights,238
21232,intellectual property rights,Copyright And Related Rights,238
21233,intellectual property rights,Copyright And Related Rights,238
21234,intellectual property rights,Copyright And Related Rights,238
21235,intellectual property rights,Copyright And Related Rights,238
21236,intellectual property rights,Copyright And Related Rights,238
21237,intellectual property rights,Copyright And Related Rights,238
21238,intellectual property rights,Copyright And Related Rights,238
21239,intellectual property rights,Copyright And Related Rights,238
21240,intellectual property rights,Copyright And Related Rights,238
21241,intellectual property rights,Copyright And Related Rights,238
21242,intellectual property rights,Copyright And Related Rights,238
21243,intellectual property rights,Copyright And Related Rights,238
21244,intellectual property rights,Copyright And Related Rights,238
21245,intellectual property rights,Copyright And Related Rights,238
21246,intellectual property rights,Copyright And Related Rights,238
21247,intellectual property rights,Copyright And Related Rights,238
21248,intellectual property rights,Copyright And Related Rights,238
21249,intellectual property rights,Copyright And Related Rights,238
21250,intellectual property rights,Copyright And Related Rights,238
21251,intellectual property rights,Copyright And Related Rights,238
21252,intellectual property rights,Copyright And Related Rights,238
21253,intellectual property rights,Copyright And Related Rights,238
21254,intellectual property rights,Copyright And Related Rights,238
21255,intellectual property rights,Copyright And Related Rights,238
21256,intellectual property rights,Copyright And Related Rights,238
21257,intellectual property rights,Copyright And Related Rights,238
21258,intellectual property rights,Copyright And Related Rights,238
21259,intellectual property rights,Copyright And Related Rights,238
21260,intellectual property rights,Copyright And Related Rights,238
21261,intellectual property rights,Copyright And Related Rights,238
21262,intellectual property rights,Copyright And Related Rights,238
21263,intellectual property rights,Copyright And Related Rights,238
21264,intellectual property rights,Copyright And Related Rights,238
21265,intellectual property rights,Copyright And Related Rights,238
21266,intellectual property rights,Copyright And Related Rights,238
21267,intellectual property rights,Copyright And Related Rights,238
21268,intellectual property rights,Copyright And Related Rights,238
21269,intellectual property rights,Copyright And Related Rights,238
21270,intellectual property rights,Copyright And Related Rights,238
21271,intellectual property rights,Copyright And Related Rights,238
21272,intellectual property rights,Copyright And Related Rights,238
21273,intellectual property rights,Copyright And Related Rights,238
21274,intellectual property rights,Copyright And Related Rights,238
21275,intellectual property rights,Copyright And Related Rights,238
21276,intellectual property rights,Copyright And Related Rights,238
21277,intellectual property rights,Copyright And Related Rights,238
21278,intellectual property rights,Copyright And Related Rights,238
21279,intellectual property rights,Copyright And Related Rights,238
21280,intellectual property rights,Copyright And Related Rights,238
21281,intellectual property rights,Copyright And Related Rights,238
21282,intellectual property rights,Copyright And Related Rights,238
21283,intellectual property rights,Copyright And Related Rights,238
21284,intellectual property rights,Copyright And Related Rights,238
21285,intellectual property rights,Copyright And Related Rights,238
21286,intellectual property rights,Copyright And Related Rights,238
21287,intellectual property rights,Copyright And Related Rights,238
21288,intellectual property rights,Copyright And Related Rights,238
21289,intellectual property rights,Copyright And Related Rights,238
21290,intellectual property rights,Copyright And Related Rights,238
21291,intellectual property rights,Copyright And Related Rights,238
21292,intellectual property rights,Copyright And Related Rights,238
21293,intellectual property rights,Copyright And Related Rights,238
21294,intellectual property rights,Copyright And Related Rights,238
21295,intellectual property rights,Copyright And Related Rights,238
21296,intellectual property rights,Copyright And Related Rights,238
21297,intellectual property rights,Copyright And Related Rights,238
21298,intellectual property rights,Copyright And Related Rights,238
21299,intellectual property rights,Copyright And Related Rights,238
21300,intellectual property rights,Copyright And Related Rights,238
21301,intellectual property rights,Copyright And Related Rights,238
21302,intellectual property rights,Copyright And Related Rights,238
21303,intellectual property rights,Copyright And Related Rights,238
21304,intellectual property rights,Copyright And Related Rights,238
21305,intellectual property rights,Copyright And Related Rights,238
21306,intellectual property rights,Copyright And Related Rights,238
21307,intellectual property rights,Copyright And Related Rights,238
21308,intellectual property rights,Copyright And Related Rights,238
21309,intellectual property rights,Copyright And Related Rights,238
21310,intellectual property rights,Copyright And Related Rights,238
21311,intellectual property rights,Copyright And Related Rights,238
21312,intellectual property rights,Copyright And Related Rights,238
21313,intellectual property rights,Copyright And Related Rights,238
21314,intellectual property rights,Copyright And Related Rights,238
21315,intellectual property rights,Copyright And Related Rights,238
21316,intellectual property rights,Copyright And Related Rights,238
21317,intellectual property rights,Copyright And Related Rights,238
21318,intellectual property rights,Copyright And Related Rights,238
21319,intellectual property rights,Copyright And Related Rights,238
21320,intellectual property rights,Copyright And Related Rights,238
21321,intellectual property rights,Copyright And Related Rights,238
21322,intellectual property rights,Copyright And Related Rights,238
21323,intellectual property rights,Copyright And Related Rights,238
21324,intellectual property rights,Copyright And Related Rights,238
21325,intellectual property rights,Copyright And Related Rights,238
21326,intellectual property rights,Copyright And Related Rights,238
21327,intellectual property rights,Copyright And Related Rights,238
21328,intellectual property rights,Government Use of Software,262
21329,intellectual property rights,Government Use of Software,262
21330,intellectual property rights,Government Use of Software,262
21331,intellectual property rights,Geographical Indications,261
21332,intellectual property rights,Geographical Indications,261
21333,intellectual property rights,Geographical Indications,261
21334,intellectual property rights,Geographical Indications,261
21335,intellectual property rights,Geographical Indications,261
21336,intellectual property rights,Geographical Indications,261
21337,intellectual property rights,Geographical Indications,261
21338,intellectual property rights,Geographical Indications,261
21339,intellectual property rights,Geographical Indications,261
21340,intellectual property rights,Geographical Indications,261
21341,intellectual property rights,Geographical Indications,261
21342,intellectual property rights,Geographical Indications,261
21343,intellectual property rights,Geographical Indications,261
21344,intellectual property rights,Geographical Indications,261
21345,intellectual property rights,Geographical Indications,261
21346,intellectual property rights,Geographical Indications,261
21347,intellectual property rights,Geographical Indications,261
21348,intellectual property rights,Geographical Indications,261
21349,intellectual property rights,Geographical Indications,261
21350,intellectual property rights,Geographical Indications,261
21351,intellectual property rights,Geographical Indications,261
21352,intellectual property rights,Geographical Indications,261
21353,intellectual property rights,Geographical Indications,261
21354,intellectual property rights,Geographical Indications,261
21355,intellectual property rights,Geographical Indications,261
21356,intellectual property rights,Geographical Indications,261
21357,intellectual property rights,Geographical Indications,261
21358,intellectual property rights,Geographical Indications,261
21359,intellectual property rights,Geographical Indications,261
21360,intellectual property rights,Geographical Indications,261
21361,intellectual property rights,Geographical Indications,261
21362,intellectual property rights,Geographical Indications,261
21363,intellectual property rights,Geographical Indications,261
21364,intellectual property rights,Geographical Indications,261
21365,intellectual property rights,Geographical Indications,261
21366,intellectual property rights,Geographical Indications,261
21367,intellectual property rights,Geographical Indications,261
21368,intellectual property rights,Geographical Indications,261
21369,intellectual property rights,Geographical Indications,261
21370,intellectual property rights,Geographical Indications,261
21371,intellectual property rights,Geographical Indications,261
21372,intellectual property rights,Geographical Indications,261
21373,intellectual property rights,Geographical Indications,261
21374,intellectual property rights,Geographical Indications,261
21375,intellectual property rights,Geographical Indications,261
21376,intellectual property rights,Geographical Indications,261
21377,intellectual property rights,Geographical Indications,261
21378,intellectual property rights,Geographical Indications,261
21379,intellectual property rights,Geographical Indications,261
21380,intellectual property rights,Geographical Indications,261
21381,intellectual property rights,Geographical Indications,261
21382,intellectual property rights,Geographical Indications,261
21383,intellectual property rights,Geographical Indications,261
21384,intellectual property rights,Geographical Indications,261
21385,intellectual property rights,Geographical Indications,261
21386,intellectual property rights,Geographical Indications,261
21387,intellectual property rights,Geographical Indications,261
21388,intellectual property rights,Geographical Indications,261
21389,intellectual property rights,Geographical Indications,261
21390,intellectual property rights,Geographical Indications,261
21391,intellectual property rights,Geographical Indications,261
21392,intellectual property rights,Geographical Indications,261
21393,intellectual property rights,Geographical Indications,261
21394,intellectual property rights,Geographical Indications,261
21395,intellectual property rights,Geographical Indications,261
21396,intellectual property rights,Geographical Indications,261
21397,intellectual property rights,Geographical Indications,261
21398,intellectual property rights,Geographical Indications,261
21399,intellectual property rights,Geographical Indications,261
21400,intellectual property rights,Geographical Indications,261
21401,intellectual property rights,Geographical Indications,261
21402,intellectual property rights,Geographical Indications,261
21403,intellectual property rights,Geographical Indications,261
21404,intellectual property rights,Geographical Indications,261
21405,intellectual property rights,Geographical Indications,261
21406,intellectual property rights,Geographical Indications,261
21407,intellectual property rights,Geographical Indications,261
21408,intellectual property rights,Geographical Indications,261
21409,intellectual property rights,Geographical Indications,261
21410,intellectual property rights,Geographical Indications,261
21411,intellectual property rights,Geographical Indications,261
21412,intellectual property rights,Geographical Indications,261
21413,intellectual property rights,Geographical Indications,261
21414,intellectual property rights,Geographical Indications,261
21415,intellectual property rights,Geographical Indications,261
21416,intellectual property rights,Geographical Indications,261
21417,intellectual property rights,Geographical Indications,261
21418,intellectual property rights,Geographical Indications,261
21419,intellectual property rights,Geographical Indications,261
21420,intellectual property rights,Geographical Indications,261
21421,intellectual property rights,Geographical Indications,261
21422,intellectual property rights,Geographical Indications,261
21423,intellectual property rights,Geographical Indications,261
21424,intellectual property rights,Geographical Indications,261
21425,intellectual property rights,Geographical Indications,261
21426,intellectual property rights,Geographical Indications,261
21427,intellectual property rights,Geographical Indications,261
21428,intellectual property rights,Geographical Indications,261
21429,intellectual property rights,Geographical Indications,261
21430,intellectual property rights,Geographical Indications,261
21431,intellectual property rights,Geographical Indications,261
21432,intellectual property rights,Geographical Indications,261
21433,intellectual property rights,Geographical Indications,261
21434,intellectual property rights,Geographical Indications,261
21435,intellectual property rights,Geographical Indications,261
21436,intellectual property rights,Geographical Indications,261
21437,intellectual property rights,Geographical Indications,261
21438,intellectual property rights,Geographical Indications,261
21439,intellectual property rights,Geographical Indications,261
21440,intellectual property rights,Geographical Indications,261
21441,intellectual property rights,Geographical Indications,261
21442,intellectual property rights,Geographical Indications,261
21443,intellectual property rights,Geographical Indications,261
21444,intellectual property rights,Geographical Indications,261
21445,intellectual property rights,Geographical Indications,261
21446,intellectual property rights,Geographical Indications,261
21447,intellectual property rights,Geographical Indications,261
21448,intellectual property rights,Geographical Indications,261
21449,intellectual property rights,Geographical Indications,261
21450,intellectual property rights,Geographical Indications,261
21451,intellectual property rights,Geographical Indications,261
21452,intellectual property rights,Geographical Indications,261
21453,intellectual property rights,Geographical Indications,261
21454,intellectual property rights,Geographical Indications,261
21455,intellectual property rights,Geographical Indications,261
21456,intellectual property rights,Geographical Indications,261
21457,intellectual property rights,Geographical Indications,261
21458,intellectual property rights,Geographical Indications,261
21459,intellectual property rights,Geographical Indications,261
21460,intellectual property rights,Geographical Indications,261
21461,intellectual property rights,Geographical Indications,261
21462,intellectual property rights,Geographical Indications,261
21463,intellectual property rights,Geographical Indications,261
21464,intellectual property rights,Geographical Indications,261
21465,intellectual property rights,Geographical Indications,261
21466,intellectual property rights,Geographical Indications,261
21467,intellectual property rights,Geographical Indications,261
21468,intellectual property rights,Geographical Indications,261
21469,intellectual property rights,Geographical Indications,261
21470,intellectual property rights,Geographical Indications,261
21471,intellectual property rights,Geographical Indications,261
21472,intellectual property rights,Geographical Indications,261
21473,intellectual property rights,Geographical Indications,261
21474,intellectual property rights,Geographical Indications,261
21475,intellectual property rights,Geographical Indications,261
21476,intellectual property rights,Geographical Indications,261
21477,intellectual property rights,Geographical Indications,261
21478,intellectual property rights,Geographical Indications,261
21479,intellectual property rights,Geographical Indications,261
21480,intellectual property rights,Geographical Indications,261
21481,intellectual property rights,Geographical Indications,261
21482,intellectual property rights,Geographical Indications,261
21483,intellectual property rights,Geographical Indications,261
21484,intellectual property rights,Geographical Indications,261
21485,intellectual property rights,Geographical Indications,261
21486,intellectual property rights,Geographical Indications,261
21487,intellectual property rights,Geographical Indications,261
21488,intellectual property rights,Geographical Indications,261
21489,intellectual property rights,Geographical Indications,261
21490,intellectual property rights,Geographical Indications,261
21491,intellectual property rights,Geographical Indications,261
21492,intellectual property rights,Geographical Indications,261
21493,intellectual property rights,Geographical Indications,261
21494,intellectual property rights,Geographical Indications,261
21495,intellectual property rights,Geographical Indications,261
21496,intellectual property rights,Geographical Indications,261
21497,intellectual property rights,Geographical Indications,261
21498,intellectual property rights,Geographical Indications,261
21499,intellectual property rights,Geographical Indications,261
21500,intellectual property rights,Geographical Indications,261
21501,intellectual property rights,Geographical Indications,261
21502,intellectual property rights,Geographical Indications,261
21503,intellectual property rights,Geographical Indications,261
21504,intellectual property rights,Geographical Indications,261
21505,intellectual property rights,Geographical Indications,261
21506,intellectual property rights,Geographical Indications,261
21507,intellectual property rights,Geographical Indications,261
21508,intellectual property rights,Geographical Indications,261
21509,intellectual property rights,Geographical Indications,261
21510,intellectual property rights,Geographical Indications,261
21511,intellectual property rights,Geographical Indications,261
21512,intellectual property rights,Geographical Indications,261
21513,intellectual property rights,Geographical Indications,261
21514,intellectual property rights,Geographical Indications,261
21515,intellectual property rights,Geographical Indications,261
21516,intellectual property rights,Geographical Indications,261
21517,intellectual property rights,Geographical Indications,261
21518,intellectual property rights,Geographical Indications,261
21519,intellectual property rights,Geographical Indications,261
21520,intellectual property rights,Geographical Indications,261
21521,intellectual property rights,Geographical Indications,261
21522,intellectual property rights,Geographical Indications,261
21523,intellectual property rights,Geographical Indications,261
21524,intellectual property rights,Geographical Indications,261
21525,intellectual property rights,Geographical Indications,261
21526,intellectual property rights,Geographical Indications,261
21527,intellectual property rights,Geographical Indications,261
21528,intellectual property rights,Geographical Indications,261
21529,intellectual property rights,Geographical Indications,261
21530,intellectual property rights,Geographical Indications,261
21531,intellectual property rights,Geographical Indications,261
21532,intellectual property rights,Geographical Indications,261
21533,intellectual property rights,Geographical Indications,261
21534,intellectual property rights,Geographical Indications,261
21535,intellectual property rights,Geographical Indications,261
21536,intellectual property rights,Geographical Indications,261
21537,intellectual property rights,Geographical Indications,261
21538,intellectual property rights,Geographical Indications,261
21539,intellectual property rights,Geographical Indications,261
21540,intellectual property rights,Geographical Indications,261
21541,intellectual property rights,Geographical Indications,261
21542,intellectual property rights,Geographical Indications,261
21543,intellectual property rights,Geographical Indications,261
21544,intellectual property rights,Geographical Indications,261
21545,intellectual property rights,Geographical Indications,261
21546,intellectual property rights,Geographical Indications,261
21547,intellectual property rights,Geographical Indications,261
21548,intellectual property rights,Geographical Indications,261
21549,intellectual property rights,Geographical Indications,261
21550,intellectual property rights,Geographical Indications,261
21551,intellectual property rights,Geographical Indications,261
21552,intellectual property rights,Geographical Indications,261
21553,intellectual property rights,Geographical Indications,261
21554,intellectual property rights,Geographical Indications,261
21555,intellectual property rights,Geographical Indications,261
21556,intellectual property rights,Geographical Indications,261
21557,intellectual property rights,Geographical Indications,261
21558,intellectual property rights,Geographical Indications,261
21559,intellectual property rights,Geographical Indications,261
21560,intellectual property rights,Geographical Indications,261
21561,intellectual property rights,Geographical Indications,261
21562,intellectual property rights,Geographical Indications,261
21563,intellectual property rights,Geographical Indications,261
21564,intellectual property rights,Geographical Indications,261
21565,intellectual property rights,Geographical Indications,261
21566,intellectual property rights,Geographical Indications,261
21567,intellectual property rights,Geographical Indications,261
21568,intellectual property rights,Geographical Indications,261
21569,intellectual property rights,Geographical Indications,261
21570,intellectual property rights,Geographical Indications,261
21571,intellectual property rights,Geographical Indications,261
21572,intellectual property rights,Geographical Indications,261
21573,intellectual property rights,Geographical Indications,261
21574,intellectual property rights,Geographical Indications,261
21575,intellectual property rights,Geographical Indications,261
21576,intellectual property rights,Geographical Indications,261
21577,intellectual property rights,Geographical Indications,261
21578,intellectual property rights,Geographical Indications,261
21579,intellectual property rights,Geographical Indications,261
21580,intellectual property rights,Geographical Indications,261
21581,intellectual property rights,Geographical Indications,261
21582,intellectual property rights,Geographical Indications,261
21583,intellectual property rights,Geographical Indications,261
21584,intellectual property rights,Geographical Indications,261
21585,intellectual property rights,Geographical Indications,261
21586,intellectual property rights,Geographical Indications,261
21587,intellectual property rights,Geographical Indications,261
21588,intellectual property rights,Geographical Indications,261
21589,intellectual property rights,Geographical Indications,261
21590,intellectual property rights,Geographical Indications,261
21591,intellectual property rights,Geographical Indications,261
21592,intellectual property rights,Geographical Indications,261
21593,intellectual property rights,Geographical Indications,261
21594,intellectual property rights,Geographical Indications,261
21595,intellectual property rights,Geographical Indications,261
21596,intellectual property rights,Geographical Indications,261
21597,intellectual property rights,Geographical Indications,261
21598,intellectual property rights,Geographical Indications,261
21599,intellectual property rights,Geographical Indications,261
21600,intellectual property rights,Geographical Indications,261
21601,intellectual property rights,Geographical Indications,261
21602,intellectual property rights,Geographical Indications,261
21603,intellectual property rights,Geographical Indications,261
21604,intellectual property rights,Geographical Indications,261
21605,intellectual property rights,Geographical Indications,261
21606,intellectual property rights,Geographical Indications,261
21607,intellectual property rights,Geographical Indications,261
21608,intellectual property rights,Geographical Indications,261
21609,intellectual property rights,Geographical Indications,261
21610,intellectual property rights,Geographical Indications,261
21611,intellectual property rights,Geographical Indications,261
21612,intellectual property rights,Geographical Indications,261
21613,intellectual property rights,Geographical Indications,261
21614,intellectual property rights,Geographical Indications,261
21615,intellectual property rights,Geographical Indications,261
21616,intellectual property rights,Geographical Indications,261
21617,intellectual property rights,Geographical Indications,261
21618,intellectual property rights,Geographical Indications,261
21619,intellectual property rights,Geographical Indications,261
21620,intellectual property rights,Geographical Indications,261
21621,intellectual property rights,"Genetic Resources, Traditional Knowledge And Folklore",260
21622,intellectual property rights,"Genetic Resources, Traditional Knowledge And Folklore",260
21623,intellectual property rights,"Genetic Resources, Traditional Knowledge And Folklore",260
21624,intellectual property rights,"Genetic Resources, Traditional Knowledge And Folklore",260
21625,intellectual property rights,"Genetic Resources, Traditional Knowledge And Folklore",260
21626,intellectual property rights,"Genetic Resources, Traditional Knowledge And Folklore",260
21627,intellectual property rights,"Genetic Resources, Traditional Knowledge And Folklore",260
21628,intellectual property rights,"Genetic Resources, Traditional Knowledge And Folklore",260
21629,intellectual property rights,"Genetic Resources, Traditional Knowledge And Folklore",260
21630,intellectual property rights,"Genetic Resources, Traditional Knowledge And Folklore",260
21631,intellectual property rights,Cooperation,237
21632,intellectual property rights,Cooperation,237
21633,intellectual property rights,Cooperation,237
21634,intellectual property rights,Cooperation,237
21635,intellectual property rights,Cooperation,237
21636,intellectual property rights,Cooperation,237
21637,intellectual property rights,Cooperation,237
21638,intellectual property rights,Cooperation,237
21639,intellectual property rights,Cooperation,237
21640,intellectual property rights,Cooperation,237
21641,intellectual property rights,Cooperation,237
21642,intellectual property rights,Cooperation,237
21643,intellectual property rights,Cooperation,237
21644,intellectual property rights,Cooperation,237
21645,intellectual property rights,Cooperation,237
21646,intellectual property rights,Cooperation,237
21647,intellectual property rights,Cooperation,237
21648,intellectual property rights,Cooperation,237
21649,intellectual property rights,Cooperation,237
21650,intellectual property rights,Cooperation,237
21651,intellectual property rights,Cooperation,237
21652,intellectual property rights,Cooperation,237
21653,intellectual property rights,Cooperation,237
21654,intellectual property rights,Cooperation,237
21655,intellectual property rights,Cooperation,237
21656,intellectual property rights,Cooperation,237
21657,intellectual property rights,Cooperation,237
21658,intellectual property rights,Cooperation,237
21659,intellectual property rights,Cooperation,237
21660,intellectual property rights,Cooperation,237
21661,intellectual property rights,Cooperation,237
21662,intellectual property rights,Cooperation,237
21663,intellectual property rights,Cooperation,237
21664,intellectual property rights,Cooperation,237
21665,intellectual property rights,Cooperation,237
21666,intellectual property rights,Cooperation,237
21667,intellectual property rights,Cooperation,237
21668,intellectual property rights,Cooperation,237
21669,intellectual property rights,Cooperation,237
21670,intellectual property rights,Cooperation,237
21671,intellectual property rights,Cooperation,237
21672,intellectual property rights,Cooperation,237
21673,intellectual property rights,Cooperation,237
21674,intellectual property rights,Cooperation,237
21675,intellectual property rights,Cooperation,237
21676,intellectual property rights,Cooperation,237
21677,intellectual property rights,Cooperation,237
21678,intellectual property rights,Cooperation,237
21679,intellectual property rights,Cooperation,237
21680,intellectual property rights,Cooperation,237
21681,intellectual property rights,Cooperation,237
21682,intellectual property rights,Cooperation,237
21683,intellectual property rights,Cooperation,237
21684,intellectual property rights,Cooperation,237
21685,intellectual property rights,Cooperation,237
21686,intellectual property rights,Cooperation,237
21687,intellectual property rights,Cooperation,237
21688,intellectual property rights,Broadcasting And Communication To The Public,230
21689,intellectual property rights,Broadcasting And Communication To The Public,230
21690,intellectual property rights,Broadcasting And Communication To The Public,230
21691,intellectual property rights,Broadcasting And Communication To The Public,230
21692,intellectual property rights,Broadcasting And Communication To The Public,230
21693,intellectual property rights,Broadcasting And Communication To The Public,230
21694,intellectual property rights,Broadcasting And Communication To The Public,230
21695,intellectual property rights,Broadcasting And Communication To The Public,230
21696,intellectual property rights,Broadcasting And Communication To The Public,230
21697,intellectual property rights,Broadcasting And Communication To The Public,230
21698,intellectual property rights,Broadcasting And Communication To The Public,230
21699,intellectual property rights,Broadcasting And Communication To The Public,230
21700,intellectual property rights,Broadcasting And Communication To The Public,230
21701,intellectual property rights,Broadcasting And Communication To The Public,230
21702,intellectual property rights,Broadcasting And Communication To The Public,230
21703,intellectual property rights,Broadcasting And Communication To The Public,230
21704,intellectual property rights,Broadcasting And Communication To The Public,230
21705,intellectual property rights,Broadcasting And Communication To The Public,230
21706,intellectual property rights,Broadcasting And Communication To The Public,230
21707,intellectual property rights,Broadcasting And Communication To The Public,230
21708,intellectual property rights,Broadcasting And Communication To The Public,230
21709,intellectual property rights,Broadcasting And Communication To The Public,230
21710,intellectual property rights,Broadcasting And Communication To The Public,230
21711,intellectual property rights,Broadcasting And Communication To The Public,230
21712,intellectual property rights,Broadcasting And Communication To The Public,230
21713,intellectual property rights,Broadcasting And Communication To The Public,230
21714,intellectual property rights,Broadcasting And Communication To The Public,230
21715,intellectual property rights,Broadcasting And Communication To The Public,230
