,text,catlabel_x,area,catlabel_y
615,each party shall provide that its competent authorities shall have the authority to require an applicant to provide a reasonable security or equivalent assurance sufficient to protect the defendant and the competent authorities and to prevent abuse. each party shall provide that the security or assurance shall not unreasonably deter recourse to these procedures.,intellectual property rights,intellectual property rights,5
616,"where its competent authorities have made a determination that goods are counterfeit or pirated, the party shall grant its competent authorities the authority to inform the right holder of the names and addresses of the consignor, the importer, and the consignee, and of the quantity of the goods in question.",intellectual property rights,intellectual property rights,5
617,"each party shall provide that its competent authorities may initiate border measures ex officio, without the need for a formal complaint from a private party or right holder. such measures shall apply to shipments of pirated and counterfeit goods imported into or exported out of a partys territory, including shipments consigned to a local party. for transshipped goods that are not consigned to a local party, each party shall, upon request, endeavor to examine such goods. for products transshipped through the territory of a party destined for the territory of the other party, the former shall cooperate to provide all available information to the latter party to enable effective enforcement against shipments of counterfeit or pirated goods. each party shall for the purposes of this chapter: 16 (a) counterfeit trademark goods shall mean any goods, including packaging, bearing without authorization a trademark which is identical to the trademark validly registered in respect of such goods, or which cannot be distinguished in its essential aspects from such a trademark, and which thereby infringes the rights of the owner of the trademark in question under the law of the country of importation; and (b) pirated copyright goods shall mean any goods which are copies made without the consent of the right holder or person duly authorized by the right holder in the country of production and which are made directly or indirectly from an article where the making of that copy would have constituted an infringement of a copyright or a related right under the law of the country of importation. 204 ensure that it has the authority to undertake such cooperation in response to a request by the other party on counterfeit or pirated goods en route to that other party.",intellectual property rights,intellectual property rights,5
618,"each party shall provide that goods that its competent authorities have determined to be pirated or counterfeit shall be destroyed, except in exceptional cases. in regard to counterfeit trademark goods, the simple removal of the trademark unlawfully affixed shall not be sufficient to permit the release of the goods into the channels of commerce. in no event shall the competent authorities be authorized to permit the export of counterfeit or pirated goods. criminal procedures and remedies for the enforcement of intellectual property rights",intellectual property rights,intellectual property rights,5
619,"each party shall provide criminal procedures and penalties to be applied at least in cases of willful trademark counterfeiting or copyright or related rights piracy on a commercial scale. willful copyright or related rights piracy on a commercial scale includes (i) significant willful infringements of copyright or related rights that have no direct or indirect motivation of financial gain, as well as (ii) willful infringements for purposes of commercial advantage or financial gain. (a) specifically, each party shall provide: (i) remedies that include imprisonment as well as monetary fines sufficiently high to deter future acts of infringement consistent with a policy of removing the monetary incentive of the infringer. also, each party shall encourage its judicial authorities to impose such fines at levels sufficient to provide a deterrent to future infringements; (ii) that its judicial authorities have the authority to order the seizure of suspected counterfeit or pirated goods, any related materials and implements that have been used in the commission of the offense, any assets traceable to the infringing activity, and documentary evidence relevant to the offense that fall within the scope of such order. items that are subject to seizure pursuant to such order need not be individually identified so long as they fall within general categories specified in the order; (iii) that its judicial authorities shall, except in exceptional cases, order the forfeiture and destruction of all counterfeit or pirated goods, and, at least with respect to willful copyright or related rights piracy, materials and implements that have been used in the creation of the infringing goods. each party shall further provide that such forfeiture and destruction shall occur without compensation of any kind to the defendant; and (iv) that its authorities may initiate legal action ex officio, without the need for a formal complaint by a private party or right holder. 205 (b) each party may provide procedures for right holders to initiate private criminal actions. however, these procedures shall not be unduly burdensome or costly for right holders. each party shall ensure that non-private criminal actions are the primary means by which it ensures the effective enforcement of its criminal law against willful copyright or related rights piracy. in addition, each party shall ensure that its competent authorities bring criminal actions, as necessary, to act as a deterrent to further infringements. limitations on liability for service providers",intellectual property rights,intellectual property rights,5
620,"each party shall provide, consistent with the framework set forth in article 16.9: (a) legal incentives for service providers to cooperate with copyright owners in 16-17 deterring the unauthorized storage and transmission of copyrighted materials; and (b) limitations in its law regarding the scope of remedies available against service providers for copyright infringements that they do not control, initiate, or direct, and that take place through systems or networks controlled or operated by them or on their behalf, as set forth in this subparagraph. 16-18 (i) these limitations shall preclude monetary relief and provide reasonable restrictions on court-ordered relief to compel or restrain certain actions for the following functions and shall be confined to those functions: 16-19 (a) transmitting, routing or providing connections for material without modification of its content, or the intermediate and transient storage of such material in the course thereof; (b) caching carried out through an automatic process; (c) storage at the direction of a user of material residing on a system or network controlled or operated by or for the service provider; and (d) referring or linking users to an online location by using information location tools, including hyperlinks and directories. for purposes of article 16",intellectual property rights,intellectual property rights,5
621,"22, copyright shall also include related rights. 16-17 it is understood that this subparagraph is without prejudice to the availability of defenses to 16-18 copyright infringement that are of general applicability. either party may request consultations with the other party to consider how to address future 16-19 functions of a similar nature under this paragraph. 206 (ii) these limitations shall apply only where the service provider does not initiate the chain of transmission of the material, and does not select the material or its recipients (except to the extent that a function described in clause (i)(d) in itself entails some form of selection). (iii) qualification by a service provider for the limitations as to each function in clauses (i)(a) through (i)(d) shall be considered separately from qualification for the limitations as to each other function, in accordance with the conditions for qualification set forth in subparagraphs (iv)  (vii). (iv) with respect to functions referred to in clause (i)(b), the limitations shall be conditioned on the service provider: (a) permitting access to cached material in significant part only to users of its system or network who have met conditions on user access to that material; (b) complying with rules concerning the refreshing, reloading, or other updating of the cached material when specified by the person making the material available online in accordance with a generally accepted industry standard data communications protocol for the system or network through which that person makes the material available; (c) not interfering with technology consistent with industry standards accepted in the territory of each party used at the originating site to obtain information about the use of the material, and not modifying its content in transmission to subsequent users; and (d) expeditiously removing or disabling access, on receipt of an effective notification of claimed infringement, to cached material that has been removed or access to which has been disabled at the originating site. (v) with respect to functions referred to in clauses (i)(c) and (i)(d), the limitations shall be conditioned on the service provider: (a) not receiving a financial benefit directly attributable to the infringing activity, in circumstances where it has the right and ability to control such activity; (b) expeditiously removing or disabling access to the material residing on its system or network on obtaining actual knowledge of the infringement or becoming aware of facts or circumstances from 207 which the infringement was apparent, such as through effective notifications of claimed infringement in accordance with subparagraph (ix) and (c) publicly designating a representative to receive such notifications. (vi) eligibility for the limitations in this subparagraph shall be conditioned on the service provider: (a) adopting and reasonably implementing a policy that provides for termination in appropriate circumstances of the accounts of repeat infringers; and (b) accommodating and not interfering with standard technical measures accepted in the territory of each party that protect and identify copyrighted material, that are developed through an open, voluntary process by a broad consensus of copyright owners and service providers, that are available on reasonable and nondiscriminatory terms, and that do not impose substantial costs on service providers or substantial burdens on their systems or networks. (vii) eligibility for the limitations in this subparagraph may not be conditioned on the service provider monitoring its service, or affirmatively seeking facts indicating infringing activity, except to the extent consistent with such technical measures. (viii) if the service provider qualifies for the limitations with respect to the functions referred to in clause (i)(a), court-ordered relief to compel or restrain certain actions shall be limited to terminating specified accounts, or to taking reasonable steps to block access to a specific, non-domestic online location. if the service provider qualifies for the limitations with respect to any other function in clause (i), court-ordered relief to compel or restrain certain actions shall be limited to removing or disabling access to the infringing material, terminating specified accounts, and other remedies that a court may find necessary provided that such other remedies are the least burdensome to the service provider among comparably effective forms of relief. each party shall provide that any such relief shall be issued with due regard for the relative burden to the service provider and harm to the copyright owner, the technical feasibility and effectiveness of the remedy, and whether less burdensome, comparably effective enforcement methods are available. except for orders ensuring the preservation of evidence, or other orders having no material adverse effect on the operation of the service provider=s 208 communications network, each party shall provide that such relief shall be available only where the service provider has received notice of the court order proceedings referred to in this subparagraph and an opportunity to appear before the judicial authority. (ix) for purposes of the notice and take down process for the functions referred to in clauses (i)(c) and (d), each party shall establish appropriate procedures for effective notifications of claimed infringement, and effective counter-notifications by those whose material is removed or disabled through mistake or misidentification. each party shall also provide for monetary remedies against any person who makes a knowing material misrepresentation in a notification or counter-notification that causes injury to any interested party as a result of a service provider relying on the misrepresentation. (x) if the service provider removes or disables access to material in good faith based on claimed or apparent infringement, each party shall provide that the service provider shall be exempted from liability for any resulting claims, provided that, in the case of material residing on its system or network, it takes reasonable steps promptly to notify the person making the material available on its system or network that it has done so and, if such person makes an effective counter-notification and is subject to jurisdiction in an infringement suit, to restore the material online unless the person giving the original effective notification seeks judicial relief within a reasonable time. (xi) each party shall establish an administrative or judicial procedure enabling copyright owners who have given effective notification of claimed infringement to obtain expeditiously from a service provider information in its possession identifying the alleged infringer. (xii) for purposes of the functions referred to in clause (i)(a), service provider means a provider of transmission, routing or connections for digital online communications without modification of their content between or among points specified by the user of material of the user=s choosing, and for purposes of the functions referred to in clauses (i)(b) through (i)(d) service provider means a provider or operator of facilities for online services or network access. 209",intellectual property rights,intellectual property rights,5
622,16.10 : transitional provisions,intellectual property rights,intellectual property rights,5
623,"each party shall implement the obligations of this chapter within the following periods: (a) each party shall ratify or accede to the upov convention and give effect to the obligations in paragraph 4 of article 16.4 within six months of the date of entry into force of this agreement or december 31, 2004, whichever date is earlier; (b) each party shall ratify or accede to the agreements listed in paragraph 2(a) of",intellectual property rights,intellectual property rights,5
624,16.1(except for the upov convention) and give effect to articles 16.4 and 16.5 (except for paragraph 4 of article 16.4) within one year of the date of entry into force of this agreement; and (c) each party shall implement each of the other obligations of this chapter within six months of the date of entry into force of this agreement.,intellectual property rights,intellectual property rights,5
625,"except as otherwise provided in this chapter, the date of entry into force in paragraph 6(b) of article 16.1 means the date of the expiry of the six-month period commencing on the date this agreement enters into force.",intellectual property rights,intellectual property rights,5
626,156 chapter 15 : investment section a  definitions,investment,investment,3
627,"15.1 : definitions for purposes of this chapter, it is understood that:",investment,investment,3
628,"central level of government means: (a) for the united states, the federal level of government; and (b) for singapore, the national level of government;",investment,investment,3
629,centre means the international centre for settlement of investment disputes (icsid) established by the icsid convention;,investment,investment,3
630,claimant means an investor of a party that is a party to an investment dispute with the other party;,investment,investment,3
631,"covered investment means, with respect to a party, an investment in its territory of an investor of the other party in existence as of the date of entry into force of this agreement or established, acquired, or expanded thereafter;",investment,investment,3
632,disputing parties means the claimant and the respondent;,investment,investment,3
633,disputing party means either the claimant or the respondent;,investment,investment,3
634,"enterprise means any entity constituted or organized under applicable law, whether or not for profit, and whether privately or governmentally owned or controlled, including a corporation, trust, partnership, sole proprietorship, joint venture, association, or similar organization; and a branch of an enterprise;",investment,investment,3
635,"enterprise of a party means an enterprise constituted or organized under the law of a party, and a branch located in the territory of a party and carrying out business activities there;",investment,investment,3
636,freely usable currency means freely usable currency as determined by the international monetary fund under its articles of agreement;,investment,investment,3
637,"government enterprise means government enterprise as defined in chapter 12 (anticompetitive business conduct, designated monopolies, and government enterprises);",investment,investment,3
638,icsid additional facility rules means the rules governing the additional facility for the administration of proceedings by the secretariat of the international centre for settlement of investment disputes; 157,investment,investment,3
639,"icsid convention means the convention on the settlement of investment disputes between states and nationals of other states, done at washington, march 18, 1965;",investment,investment,3
640,"investment means every asset owned or controlled, directly or indirectly, by an investor, that has the characteristics of an investment. forms that an investment may take include: 15-1 (a) an enterprise; (b) shares, stock, and other forms of equity participation in an enterprise; (c) bonds, debentures, other debt instruments, and loans; 15-2 (d) futures, options, and other derivatives; (e) turnkey, construction, management, production, concession, revenue-sharing, and other similar contracts; (f) intellectual property rights; (g) licenses, authorizations, permits, and similar rights conferred pursuant to applicable domestic law; and 15-3 15-4 where an asset lacks the characteristics of an investment, that asset is not an investment 15-1 regardless of the form it may take. the characteristics of an investment include the commitment of capital, the expectation of gain or profit, or the assumption of risk. some forms of debt, such as bonds, debentures, and long-term notes, are more likely to have 15-2 the characteristics of an investment, while other forms of debt, such as claims to payment that are immediately due and result from the sale of goods or services, are less likely to have such characteristics. whether a particular type of license, authorization, permit, or similar instrume nt (including a 15-3 concession, to the extent that it has the nature of such an instrument) has the characteristics of an investment depends on such factors as the nature and extent of the rights that the holder has under the domestic law of the party. among the licenses, authorizations, permits, and similar instruments that do not have the characteristics of an investment are those that do not create any rights protected under domestic law. for greater certainty, the foregoing is without prejudice to whether any asset associated with the license, authorization, permit, or similar instrument has the characteristics of an investment. the term investment does not include an order or judgment entered in a judicial or 15-4 administrative action. 158 (h) other tangible or intangible, movable or immovable property, and related property rights, such as leases, mortgages, liens, and pledges.",investment,investment,3
641,"investment agreement means a written agreement that takes effect on or after the date 15-5 of entry into force of this agreement between a national authority of a party and a covered 15-6 investment or an investor of the other party (i) that grants rights with respect to natural resources or other assets that a national authority controls, and (ii) that the covered investment or the investor relies on in establishing or acquiring the covered investment;",investment,investment,3
642,investment authorization means an authorization that the foreign investment 15-7 authority of a party grants to a covered investment or an investor of the other party;,investment,investment,3
643,"investor of a non-party means, with respect to a party, an investor that is seeking to make, is making, or has made an investment in the territory of that party, that is not an investor of either party;",investment,investment,3
644,"investor of a party means a party or a national or an enterprise of a party that is seeking to make, is making, or has made an investment in the territory of the other party; provided, however, that a natural person who is a dual national shall be deemed to be exclusively a national of the state of his/her dominant and effective nationality;",investment,investment,3
645,"monopoly means mo nopoly as defined in chapter 12 (anticompetitive business conduct, designated monopolies, and government enterprises);",investment,investment,3
646,"new york convention means the united nations convention on the recognition and enforcement of foreign arbitral awards, done at new york, june 10, 1958;",investment,investment,3
647,non-disputing party means the party that is not a party to an investment dispute;,investment,investment,3
648,"protected information means confidential business information or information that is privileged or otherwise protected from disclosure under a partys law; actions taken by an agency of a party to enforce laws of general application such as 15-5 competition law do not come within this definition. for purposes of this definition, national authority means (1) for singapore, a ministry or 15-6 other government body that is constituted by an act of parliament; and (2) for the united states, an authority at the central level of government. actions taken by an agency of a party to enforce laws of general application such as 15-7 competition law do not come within this definition. 159",investment,investment,3
649,"regional level of government means, for the united states, a state of the united states, the district of columbia, or puerto rico. for singapore, regional level of government is not applicable, as singapore has no government at the regional level;",investment,investment,3
650,respondent means the party that is a party to an investment dispute;,investment,investment,3
651,secretary-general means the secretary-general of icsid;,investment,investment,3
652,tribunal means an arbitration tribunal established under article 15.18 or 15.24; and,investment,investment,3
653,uncitral arbitration rules means the arbitration rules of the united nations commission on international trade law. section b  investment,investment,investment,3
654,"15.2 : scope and coverage this chapter applies to measures adopted or maintained by a party relating to: (a) investors of the other party; (b) covered investments; and (c) with respect to articles 15.8 and 15.10, all investments in the territory of the party.",investment,investment,3
655,15.3 : relation to other chapters,investment,investment,3
656,"in the event of any inconsistency between this chapter and another chapter, the other chapter shall prevail to the extent of the inconsistency.",investment,investment,3
657,a requirement by a party that a service provider of the other party post a bond or other form of financial security as a condition of providing a service into its territory does not of itself make this chapter applicable to the provision of that cross-border service. this chapter applies to that partys treatment of the posted bond or financial security.,investment,investment,3
658,this chapter does not apply to measures adopted or maintained by a party to the extent that they are covered by chapter 10 (financial services).,investment,investment,3
659,15.4 : national treatment and most-favored-nation treatment,investment,investment,3
660,"each party shall accord to investors of the other party treatment no less favorable than that it accords, in like circumstances, to its own investors with respect to the establishment, acquisition, expansion, management, conduct, operation, and sale or other disposition of investments in its territory. each party shall accord to covered investments treatment no less 160 favorable than that it accords, in like circumstances, to investments in its territory of its own investors with respect to the establishment, acquisition, expansion, management, conduct, operation, and sale or other disposition of investments. the treatment each party shall accord under this paragraph is national treatment.",investment,investment,3
661,"the treatment to be accorded by a party under paragraph 1 means, with respect to a state, territory or possession, treatment no less favorable than the most favorable treatment accorded, in like circumstances, by that state, territory, or possession, to investors, and to investments of investors, of the party of which it forms a part.",investment,investment,3
662,"each party shall accord to investors of the other party treatment no less favorable than that it accords, in like circumstances, to investors of any non-party with respect to the establishment, acquisition, expansion, management, conduct, operation, and sale or other disposition of investments in its territory. each party shall accord to covered investments treatment no less favorable than that it accords, in like circumstances, to investments in its territory of investors of any non-party with respect to the establishment, acquisition, expansion, management, conduct, operation, and sale or other disposition of investments. the treatment each party shall accord under this paragraph is most-favored-nation treatment.",investment,investment,3
663,each party shall accord to investors of the other party and to their covered investments the better of national treatment or most-favored-nation treatment.,investment,investment,3
664,15.5 : minimum standard of treatment15-8,investment,investment,3
665,"each party shall accord to covered investments treatment in accordance with customary international law, including fair and equitable treatment and full protection and security.",investment,investment,3
666,"for greater certainty, paragraph 1 prescribes the customary international law minimum standard of treatment of aliens as the minimum standard of treatment to be afforded to covered investments. the concepts of ""fair and equitable treatment"" and ""full protection and security"" do not require treatment in addition to or beyond that which is required by that standard, and do not create additional substantive rights. (a) the obligation in paragraph 1 to provide ""fair and equitable treatment"" includes the obligation not to deny justice in criminal, civil, or administrative adjudicatory proceedings in accordance with the principle of due process embodied in the principal legal systems of the world; and article 15.5 is to be interpreted in accordance with the letter exchange on customary 15-8 international law. 161 (b) the obligation in paragraph 1 to provide full protection and security requires each party to provide the level of police protection required under customary international law.",investment,investment,3
667,"a determination that there has been a breach of another provision of this agreement, or of a separate international agreement, does not establish that there has been a breach of this",investment,investment,3
668,.,investment,investment,3
669,without prejudice to paragraph 1 and notwithstanding article 15,investment,investment,3
670,"5(b), each party shall accord to investors of the other party, and to covered investments, non-discriminatory treatment with respect to measures it adopts or maintains relating to losses suffered by investments in its territory owing to armed conflict or civil strife.",investment,investment,3
671,paragraph 4 does not apply to existing measures relating to subsidies or grants that would be inconsistent with article 15,investment,investment,3
672,1 and 15,investment,investment,3
673,2 but for article 15,investment,investment,3
674,5(b).,investment,investment,3
675,15.6 : expropriation15-9,investment,investment,3
676,"neither party may expropriate or nationalize a covered investment either directly or indirectly through measures equivalent to expropriation or nationalization (expropriation), except: (a) for a public purpose; (b) in a non-discriminatory manner; (c) on payment of prompt, adequate, and effective compensation in accordance with paragraphs 2, 3, and 4; and (d) in accordance with due process of law and article 15",investment,investment,3
677,"1, 15",investment,investment,3
678,"2, and 15",investment,investment,3
679,3,investment,investment,3
680,"compensation shall: (a) be paid without delay; (b) be equivalent to the fair market value of the expropriated investment immediately before the expropriatory action was taken (the date of expropriation); (c) be fully realizable and freely transferable; and article 15.6 is to be interpreted in accordance with the letter exchange on customary 15-9 international law and the letter exchange on expropriation, and is subject to the letter exchange on land expropriation. 162 (d) not reflect any change in value occurring because the expropriatory action had become known before the date of expropriation.",investment,investment,3
681,"if the fair market value is denominated in a freely usable currency, the compensation paid shall be no less than the fair market value on the date of expropriation, plus interest at a commercially reasonable rate for that currency, accrued from the date of expropriation until the date of payment.",investment,investment,3
682,"if the fair market value is denominated in a currency that is not freely usable, the compensation paid  converted into the currency of payment at the market rate of exchange prevailing on the date of payment  shall be no less than: (a) the fair market value on the date of expropriation, converted into a freely usable currency at the market rate of exchange prevailing on that date, plus (b) interest, at a commercially reasonable rate for that freely usable currency, accrued from the date of expropriation until the date of payment.",investment,investment,3
683,"this article does not apply to the issuance of compulsory licenses granted in relation to intellectual property rights in accordance with the agreement on trade-related aspects of intellectual property rights (trips agreement), or to the revocation, limitation, or creation of intellectual property rights, to the extent that such issuance, revocation, limitation, or creation is consistent with chapter 16 (intellectual property rights) of this agreement.",investment,investment,3
684,15.7 : transfers15-10,investment,investment,3
685,"each party shall permit all transfers relating to a covered investment to be made freely and without delay into and out of its territory. such transfers include: (a) contributions to capital; (b) profits, dividends, capital gains, and proceeds from the sale of all or any part of the covered investment or from the partial or complete liquidation of the covered investment; (c) interest, royalty payments, management fees, and technical assistance and other fees; (d) payments made under a contract entered into by the investor, or the covered investment, including payments made pursuant to a loan agreement; (e) payments made pursuant to article 15.6 and article 15",investment,investment,3
686,4; and article 15.7 is subject to annex 15a. 15-10 163 (f) payments arising under section c.,investment,investment,3
687,each party shall permit transfers relating to a covered investment to be made in a freely usable currency at the market rate of exchange prevailing at the time of transfer.,investment,investment,3
688,each party shall permit returns in kind relating to a covered investment to be made as authorized or specified in an investment authorization or other written agreement between the party and a covered investment or an investor of the other party.,investment,investment,3
689,"notwithstanding paragraphs 1, 2, and 3, a party may prevent a transfer through the equitable, non-discriminatory, and good faith application of its law relating to: (a) bankruptcy, insolvency, or the protection of the rights of creditors; (b) issuing, trading, or dealing in securities, futures, options, or derivatives; (c) financial reporting or record keeping of transfers when necessary to assist law enforcement or financial regulatory authorities; (d) criminal or penal offenses; or (e) ensuring compliance with orders or judgments in judicial or administrative proceedings.",investment,investment,3
690,15.8 : performance requirements15-11,investment,investment,3
691,"neither party may impose or enforce any of the following requirements, or enforce any commitment or undertaking, in connection with the establishment, acquisition, expansion, management, conduct, operation, or sale or other disposition of an investment of an investor of a party or of a non-party in its territory: (a) to export a given level or percentage of goods or services; (b) to achieve a given level or percentage of domestic content; (c) to purchase, use, or accord a preference to goods produced in its territory, or to purchase goods from persons in its territory; (d) to relate in any way the volume or value of imports to the volume or value of exports or to the amount of foreign exchange inflows associated with such investment; article 15.8 is subject to annex 15b and annex 15c. 15-11 164 (e) to restrict sales of goods or services in its territory that such investment produces or supplies by relating such sales in any way to the volume or value of its exports or foreign exchange earnings; (f) to transfer a particular technology, production process, or other proprietary knowledge to a person in its territory; or (g) to supply exclusively from the territory of the party the goods that it produces or the services that it supplies to a specific regional market or to the world market.",investment,investment,3
692,"neither party may condition the receipt or continued receipt of an advantage, in connection with the establishment, acquisition, expansion, management, conduct, operation, or sale or other disposition of an investment in its territory of an investor of a party or of a non- party, on compliance with any of the following requirements: (a) to achieve a given level or percentage of domestic content; (b) to purchase, use, or accord a preference to goods produced in its territory, or to purchase goods from persons in its territory; (c) to relate in any way the volume or value of imports to the volume or value of exports or to the amount of foreign exchange inflows associated with such investment; or (d) to restrict sales of goods or services in its territory that such investment produces or supplies by relating such sales in any way to the volume or value of its exports or foreign exchange earnings.",investment,investment,3
693,"(a) nothing in paragraph 2 shall be construed to prevent a party from conditioning the receipt or continued receipt of an advantage, in connection with an investment in its territory of an investor of a party or of a non-party, on compliance with a requirement to locate production, supply a service, train or employ workers, construct or expand particular facilities, or carry out research and development, in its territory. (b) paragraph 1(f) does not apply: (i) when a party authorizes use of an intellectual property right in accordance with article 16",investment,investment,3
694,"6 (patents), and to measures requiring the disclosure of proprietary information that fall within the scope of, and are consistent with, article 39 of the trips agreement; or (ii) when the requirement is imposed or the commitment or undertaking is enforced by a court, administrative tribunal, or competition authority to 165 remedy a practice determined after judicial or administrative process to be anticompetitive under the partys competition laws. (c) paragraphs 1(b), (c), and (f), and 2(a) and (b), shall not be construed to prevent a party from adopting or maintaining measures, including environmental measures: (i) necessary to secure compliance with laws and regulations that are not inconsistent with this agreement; (ii) necessary to protect human, animal, or plant life or health; or (iii) related to the conservation of living or non-living exhaustible natural resources; provided that such measures are not applied in an arbitrary or unjustifiable manner, and provided that such measures do not constitute a disguised restriction on investment or international trade. (d) paragraphs 1(a), (b), and (c), and 2(a) and (b), do not apply to qualification requirements for goods or services with respect to export promotion and foreign aid programs. (e) paragraphs 1(b), (c), (f), and (g), and 2(a) and (b), do not apply to government procurement. (f) paragraphs 2(a) and (b) do not apply to requirements imposed by an importing party relating to the content of goods necessary to qualify for preferential tariffs or preferential quotas.",investment,investment,3
695,"for greater certainty, paragraphs 1 and 2 do not apply to any requirement other than the requirements set out in those paragraphs.",investment,investment,3
696,15.9 : senior management and boards of directors,investment,investment,3
697,neither party may require that an enterprise of that party that is a covered investment appoint to senior management positions individuals of any particular nationality.,investment,investment,3
698,"a party may require that a majority of the board of directors, or any committee thereof, of an enterprise of that party that is a covered investment, be of a particular nationality, or resident in the territory of the party, provided that the requirement does not materially impair the ability of the investor of the other party to exercise control over its investment. 166",investment,investment,3
699,"15.10 : investment and environment nothing in this chapter shall be construed to prevent a party from adopting, maintaining, or enforcing any measure otherwise consistent with this chapter that it considers appropriate to ensure that investment activity in its territory is undertaken in a manner sensitive to environmental concerns.",investment,investment,3
700,"15.11 : denial of benefits a party may deny the benefits of this chapter to an investor of the other party that is an enterprise of such other party and to investments of that investor if: (a) investors of a non-party own or control the enterprise and the denying party: (i) does not maintain diplomatic relations with the non-party; or (ii) adopts or maintains measures with respect to the non-party or an investor of the non-party that prohibit transactions with the enterprise or that would be violated or circumvented if the benefits of this chapter were accorded to the enterprise or to its investments; or (b) the enterprise has no substantial business activities in the territory of the other party, and investors of a non-party, or of the denying party, own or control the enterprise.",investment,investment,3
701,15.12 : non-conforming measures 1,investment,investment,3
702,"s 15.4, 15.8, and 15.9 do not apply to: (a) any existing non-conforming measure that is maintained by a party at: (i) the central level of government, as set out by that party in its schedule to annex 8a, (ii) a regional level of government, as set out by that party in its schedule to annex 8a, or (iii) a local level of government; (b) the continuation or prompt renewal of any non-conforming measure referred to in subparagraph (a); or (c) an amendment to any non-conforming measure referred to in subparagraph (a) to the extent that the amendment does not decrease the conformity of the measure, as it existed immediately before the amendment, with articles 15.4, 15.8, or 15",investment,investment,3
703,167 2,investment,investment,3
704,"s 15.4, 15.8, and 15.9 do not apply to any measure that a party adopts or maintains with respect to sectors, sub-sectors, or activities, as set out in its schedule to annex 8b.",investment,investment,3
705,"neither party may, under any measure adopted after the date of entry into force of this agreement and covered by its schedule to annex 8b, require an investor of the other party, by reason of its nationality, to sell or otherwise dispose of an investment existing at the time the measure becomes effective. 4",investment,investment,3
706,"15.4 does not apply to any measure that is an exception to, or derogation from, the obligations under article 16",investment,investment,3
707,3 (general provisions) as specifically provided for in that article. 5,investment,investment,3
708,"s 15.4 and 15.9 do not apply to: (a) government procurement; or (b) subsidies or grants provided by a party, including government-supported loans, guarantees, and insurance.",investment,investment,3
709,15.13 : special formalities and information requirements,investment,investment,3
710,nothing in article 15,investment,investment,3
711,1 and 15,investment,investment,3
712,"2 shall be construed to prevent a party from adopting or maintaining a measure that prescribes special formalities in connection with covered investments, such as a requirement that investors be residents of the party or that covered investments be legally constituted under the laws or regulations of the party, provided that such formalities do not materially impair the protections afforded by a party to investors of the other party and covered investments pursuant to this chapter.",investment,investment,3
713,"notwithstanding article 15.4, a party may require an investor of the other party, or a covered investment, to provide information concerning that investment solely for informational or statistical purposes. the party shall protect such business information that is confidential from any disclosure that would prejudice the competitive position of the investor or the covered investment. nothing in this paragraph shall be construed to prevent a party from otherwise obtaining or disclosing information in connection with the equitable and good faith application of its law. section c  investor-state dispute settlement",investment,investment,3
714,"15.14 : consultation and negotiation in the event of an investment dispute, the claimant and the respondent should initially seek to resolve the dispute through consultation and negotiation, which may include the use of non- binding, third-party procedures. 168",investment,investment,3
715,15.15 : submission of a claim to arbitration15-12,investment,investment,3
716,"in the event that a disputing party considers that an investment dispute cannot be settled by consultation and negotiation: (a) the claimant, on its own behalf, may submit to arbitration under this section a claim: (i) that the respondent has breached (a) an obligation under section b, (b) an investment authorization, or (c) an investment agreement; and (ii) that the claimant has incurred loss or damage by reason of, or arising out of, that breach; and (b) the claimant, on behalf of an enterprise of the respondent that is a juridical person that the claimant owns or controls directly or indirectly, may submit to arbitration under this section a claim: (i) that the respondent has breached (a) an obligation under section b, (b) an investme nt authorization, or (c) an investment agreement; and (ii) that the enterprise has incurred loss or damage by reason of, or arising out of, that breach.",investment,investment,3
717,"for greater certainty, a claimant may submit to arbitration under this section a claim that the respondent has breached an obligation under section b through the actions of a designated monopoly or a government enterprise exercising delegated governmental authority as described in article 12",investment,investment,3
